ProductID,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,LocationType,OutletType,CustomerSegmentCode,SalesCategory
NCJ17,Low Fat,0.255348289,Health and Hygiene,84.4224,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCJ18,Low Fat,0.163148041,Household,116.6124,OUT027,1985,Tier 3,Supermarket Type3,Red,High
NCJ18,Low Fat,0.163805509,Household,117.6124,OUT013,1987,Tier 3,Supermarket Type1,Blue,High
NCJ18,Low Fat,0.163910938,Household,119.2124,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
NCJ18,Low Fat,0.163941937,Household,117.0124,OUT046,1997,Tier 1,Supermarket Type1,Red,Medium
NCJ18,Low Fat,0.164196823,Household,120.5124,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
NCJ18,Low Fat,0.164274416,Household,119.8124,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
NCJ18,LF,0.274405193,Household,117.1124,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCJ19,Low Fat,0.117607719,Others,55.2588,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCJ19,Low Fat,0.118180011,Others,56.2588,OUT046,1997,Tier 1,Supermarket Type1,Green,Low
NCJ19,LF,0.118419683,Others,58.3588,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
NCJ19,Low Fat,0.118661426,Others,58.7588,OUT018,2009,Tier 3,Supermarket Type2,Green,Low
NCJ19,Low Fat,0.19780911,Others,55.6588,OUT010,1998,Tier 3,Grocery Store,Red,Low
NCJ29,Low Fat,0.035022503,Health and Hygiene,85.1224,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
NCJ29,low fat,0.035163639,Health and Hygiene,84.4224,OUT013,1987,Tier 3,Supermarket Type1,Red,Low
NCJ29,Low Fat,0.035186271,Health and Hygiene,85.1224,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
NCJ29,Low Fat,0.035247642,Health and Hygiene,84.7224,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
NCJ29,Low Fat,0.035264298,Health and Hygiene,86.1224,OUT045,2002,Tier 2,Supermarket Type1,Green,Low
NCJ29,Low Fat,0.035336287,Health and Hygiene,87.0224,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
NCJ30,Low Fat,0,Household,169.379,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
NCJ30,LF,0.080249973,Household,168.679,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCJ30,Low Fat,0.08062523,Household,168.379,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
NCJ30,Low Fat,0.080640478,Household,167.779,OUT046,1997,Tier 1,Supermarket Type1,Red,High
NCJ30,low fat,0.080765853,Household,169.179,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
NCJ30,Low Fat,0.080804019,Household,171.479,OUT045,2002,Tier 2,Supermarket Type1,Green,High
NCJ30,Low Fat,0.080968973,Household,171.379,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
NCJ30,LF,0.081096613,Household,170.379,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
NCJ30,Low Fat,0.134975628,Household,170.579,OUT010,1998,Tier 3,Grocery Store,Blue,Low
NCJ31,LF,0.181769264,Others,240.6196,OUT027,1985,Tier 3,Supermarket Type3,Red,High
NCJ31,Low Fat,0.182501773,Others,239.2196,OUT013,1987,Tier 3,Supermarket Type1,Green,High
NCJ31,Low Fat,0.182653772,Others,243.0196,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
NCJ31,Low Fat,0.18293775,Others,243.0196,OUT049,1999,Tier 1,Supermarket Type1,Green,High
NCJ31,Low Fat,0.183686937,Others,241.8196,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
NCJ42,Low Fat,0.014232071,Household,100.9332,OUT027,1985,Tier 3,Supermarket Type3,Green,Medium
NCJ42,Low Fat,0.014301326,Household,103.0332,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
NCJ42,Low Fat,0.01433033,Household,104.2332,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
NCJ42,Low Fat,0.014359584,Household,100.8332,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
NCJ42,Low Fat,0.01438222,Household,102.2332,OUT017,2007,Tier 2,Supermarket Type1,Red,High
NCJ42,Low Fat,0.025039776,Household,102.7332,OUT019,1985,Tier 1,Grocery Store,Green,Low
NCJ43,Low Fat,0.026938317,Household,174.1396,OUT027,1985,Tier 3,Supermarket Type3,Red,High
NCJ43,Low Fat,0.027069402,Household,174.9396,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
NCJ43,Low Fat,0.027222517,Household,174.0396,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
NCJ43,Low Fat,0.045308629,Household,173.1396,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCJ54,Low Fat,0.059776237,Household,231.7642,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCJ54,Low Fat,0.060017128,Household,230.8642,OUT013,1987,Tier 3,Supermarket Type1,Green,High
NCJ54,Low Fat,0.060055757,Household,234.2642,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
NCJ54,LF,0.060067115,Household,230.6642,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
NCJ54,Low Fat,0.060188932,Household,233.0642,OUT045,2002,Tier 2,Supermarket Type1,Red,High
NCK05,Low Fat,0,Health and Hygiene,61.3536,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCK05,Low Fat,0.077079177,Health and Hygiene,61.5536,OUT027,1985,Tier 3,Supermarket Type3,Red,Low
NCK05,Low Fat,0.077389797,Health and Hygiene,60.8536,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
NCK05,Low Fat,0.077439606,Health and Hygiene,60.6536,OUT035,2004,Tier 2,Supermarket Type1,Blue,Low
NCK05,Low Fat,0.077454252,Health and Hygiene,59.2536,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
NCK05,Low Fat,0.077769768,Health and Hygiene,63.0536,OUT018,2009,Tier 3,Supermarket Type2,Blue,Low
NCK05,LF,0.077892365,Health and Hygiene,59.3536,OUT017,2007,Tier 2,Supermarket Type1,Blue,Low
NCK05,Low Fat,0.135612397,Health and Hygiene,61.1536,OUT019,1985,Tier 1,Grocery Store,Red,Low
NCK06,Low Fat,0.008604657,Household,123.1756,OUT027,1985,Tier 3,Supermarket Type3,Blue,Medium
NCK06,Low Fat,0.008639333,Household,122.2756,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
NCK06,Low Fat,0.008644894,Household,122.6756,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
NCK06,Low Fat,0.008664064,Household,119.3756,OUT045,2002,Tier 2,Supermarket Type1,Blue,Low
NCK06,Low Fat,0.014472516,Household,122.0756,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCK07,Low Fat,0.048677482,Others,166.1526,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
NCK07,Low Fat,0.048686689,Others,164.1526,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
NCK07,Low Fat,0.048762383,Others,165.2526,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
NCK07,Low Fat,0.048785427,Others,163.9526,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
NCK07,Low Fat,0.048885018,Others,166.1526,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
NCK07,Low Fat,0.04896208,Others,165.8526,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
NCK17,Low Fat,0,Health and Hygiene,40.348,OUT019,1985,Tier 1,Grocery Store,Green,Low
NCK17,Low Fat,0.037711338,Health and Hygiene,41.548,OUT027,1985,Tier 3,Supermarket Type3,Green,Medium
NCK17,Low Fat,0.03786331,Health and Hygiene,40.948,OUT013,1987,Tier 3,Supermarket Type1,Red,Low
NCK17,Low Fat,0.037953762,Health and Hygiene,38.448,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
NCK17,Low Fat,0.037971697,Health and Hygiene,38.948,OUT045,2002,Tier 2,Supermarket Type1,Red,Low
NCK17,Low Fat,0.038109194,Health and Hygiene,40.948,OUT017,2007,Tier 2,Supermarket Type1,Green,Low
NCK18,Low Fat,0,Household,164.2184,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
NCK18,Low Fat,0,Household,163.9184,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
NCK18,Low Fat,0.006665667,Household,164.1184,OUT027,1985,Tier 3,Supermarket Type3,Red,High
NCK18,Low Fat,0.006692529,Household,164.9184,OUT013,1987,Tier 3,Supermarket Type1,Red,High
NCK18,Low Fat,0.006708517,Household,164.6184,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
NCK18,Low Fat,0.006725388,Household,165.9184,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
NCK18,Low Fat,0.011211251,Household,166.9184,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCK19,Low Fat,0.090390357,Others,192.1478,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
NCK19,Low Fat,0.090448534,Others,194.5478,OUT035,2004,Tier 2,Supermarket Type1,Red,Low
NCK19,Low Fat,0.09046564,Others,193.6478,OUT046,1997,Tier 1,Supermarket Type1,Red,High
NCK19,Low Fat,0.090649107,Others,194.3478,OUT045,2002,Tier 2,Supermarket Type1,Red,High
NCK19,Low Fat,0.090834158,Others,192.2478,OUT018,2009,Tier 3,Supermarket Type2,Green,High
NCK19,Low Fat,0.151420934,Others,194.3478,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCK29,LF,0,Health and Hygiene,121.973,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
NCK29,Low Fat,0,Health and Hygiene,125.173,OUT027,1985,Tier 3,Supermarket Type3,Red,High
NCK29,Low Fat,0,Health and Hygiene,123.473,OUT019,1985,Tier 1,Grocery Store,Red,Low
NCK29,Low Fat,0.12566436,Health and Hygiene,123.473,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
NCK29,Low Fat,0.12574524,Health and Hygiene,122.473,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
NCK29,Low Fat,0.125964559,Health and Hygiene,124.773,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
NCK29,Low Fat,0.126480422,Health and Hygiene,121.573,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
NCK29,Low Fat,0.210511558,Health and Hygiene,121.373,OUT010,1998,Tier 3,Grocery Store,Red,Low
NCK30,Low Fat,0.060927824,Household,254.8698,OUT013,1987,Tier 3,Supermarket Type1,Red,High
NCK30,Low Fat,0.060967038,Household,254.3698,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
NCK30,Low Fat,0.061102235,Household,253.2698,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
NCK30,Low Fat,0.061226969,Household,253.0698,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
NCK30,Low Fat,0.102065622,Household,254.2698,OUT010,1998,Tier 3,Grocery Store,Green,Medium
NCK31,Low Fat,0.026916794,Others,50.9666,OUT027,1985,Tier 3,Supermarket Type3,Green,Low
NCK31,Low Fat,0.027047774,Others,50.6666,OUT046,1997,Tier 1,Supermarket Type1,Blue,Low
NCK31,Low Fat,0.027157955,Others,50.2666,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
NCK42,Low Fat,0.013056494,Household,215.9192,OUT027,1985,Tier 3,Supermarket Type3,Green,High
NCK42,Low Fat,0.013120028,Household,217.6192,OUT046,1997,Tier 1,Supermarket Type1,Red,Medium
NCK42,LF,0.013146636,Household,214.5192,OUT045,2002,Tier 2,Supermarket Type1,Blue,High
NCK42,Low Fat,0.01319424,Household,217.4192,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
NCK53,Low Fat,0,Health and Hygiene,100.8042,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCK53,Low Fat,0.037549969,Health and Hygiene,101.2042,OUT013,1987,Tier 3,Supermarket Type1,Red,Medium
NCK53,Low Fat,0.037574137,Health and Hygiene,100.0042,OUT035,2004,Tier 2,Supermarket Type1,Green,High
NCK53,Low Fat,0.037581243,Health and Hygiene,98.9042,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
NCK53,Low Fat,0.037639672,Health and Hygiene,98.4042,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
NCK53,Low Fat,0.037734334,Health and Hygiene,98.1042,OUT018,2009,Tier 3,Supermarket Type2,Green,High
NCK53,Low Fat,0.037793818,Health and Hygiene,99.3042,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
NCK53,Low Fat,0.062903297,Health and Hygiene,100.4042,OUT010,1998,Tier 3,Grocery Store,Red,Low
NCK54,Low Fat,0,Household,118.515,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
NCK54,Low Fat,0,Household,117.815,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
NCK54,Low Fat,0,Household,117.615,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
NCK54,Low Fat,0.029380407,Household,114.715,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
NCK54,Low Fat,0.029569276,Household,115.015,OUT049,1999,Tier 1,Supermarket Type1,Red,High
NCK54,Low Fat,0.029583249,Household,114.715,OUT045,2002,Tier 2,Supermarket Type1,Red,Low
NCL05,Low Fat,0,Health and Hygiene,42.877,OUT049,1999,Tier 1,Supermarket Type1,Green,Low
NCL05,Low Fat,0.047665717,Health and Hygiene,42.177,OUT027,1985,Tier 3,Supermarket Type3,Blue,Medium
NCL05,Low Fat,0.047857804,Health and Hygiene,45.077,OUT013,1987,Tier 3,Supermarket Type1,Green,Low
NCL05,Low Fat,0.047888606,Health and Hygiene,42.277,OUT035,2004,Tier 2,Supermarket Type1,Blue,Low
NCL05,Low Fat,0.047897663,Health and Hygiene,44.677,OUT046,1997,Tier 1,Supermarket Type1,Blue,Low
NCL05,Low Fat,0.048092778,Health and Hygiene,44.477,OUT018,2009,Tier 3,Supermarket Type2,Green,Low
NCL05,Low Fat,0.083862625,Health and Hygiene,44.077,OUT019,1985,Tier 1,Grocery Store,Blue,Low
NCL06,Low Fat,0.072178679,Household,262.9594,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
NCL06,Low Fat,0.072212787,Household,260.9594,OUT045,2002,Tier 2,Supermarket Type1,Blue,High
NCL06,Low Fat,0.120624771,Household,261.7594,OUT010,1998,Tier 3,Grocery Store,Red,Low
NCL07,Low Fat,0.0311868,Others,39.548,OUT027,1985,Tier 3,Supermarket Type3,Green,Low
NCL07,Low Fat,0.031338558,Others,41.048,OUT046,1997,Tier 1,Supermarket Type1,Green,Low
NCL07,Low Fat,0.031402114,Others,40.248,OUT045,2002,Tier 2,Supermarket Type1,Red,Low
NCL07,Low Fat,0.05486977,Others,40.548,OUT019,1985,Tier 1,Grocery Store,Blue,Low
NCL17,Low Fat,0.067766896,Health and Hygiene,140.6812,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
NCL17,Low Fat,0.067779712,Health and Hygiene,143.8812,OUT046,1997,Tier 1,Supermarket Type1,Green,High
NCL17,Low Fat,0.068055818,Health and Hygiene,140.7812,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
NCL17,Low Fat,0.068163102,Health and Hygiene,140.4812,OUT017,2007,Tier 2,Supermarket Type1,Blue,Medium
NCL18,Low Fat,0.167444431,Household,194.6136,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
NCL18,Low Fat,0.167552202,Household,193.1136,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
NCL18,Low Fat,0.16758389,Household,194.6136,OUT046,1997,Tier 1,Supermarket Type1,Green,High
NCL18,Low Fat,0.167844438,Household,193.9136,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
NCL18,Low Fat,0.168266556,Household,195.5136,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
NCL18,Low Fat,0.168531813,Household,192.5136,OUT017,2007,Tier 2,Supermarket Type1,Green,High
NCL18,Low Fat,0.293417759,Household,194.6136,OUT019,1985,Tier 1,Grocery Store,Red,Low
NCL19,Low Fat,0.015663185,Others,143.947,OUT013,1987,Tier 3,Supermarket Type1,Blue,High
NCL19,Low Fat,0.015673267,Others,145.047,OUT035,2004,Tier 2,Supermarket Type1,Green,High
NCL19,Low Fat,0.015676231,Others,144.047,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
NCL19,Low Fat,0.015700603,Others,141.147,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
NCL19,Low Fat,0.015708023,Others,143.447,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
NCL29,Low Fat,0.113387677,Health and Hygiene,156.9604,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
NCL29,Low Fat,0.113917889,Health and Hygiene,158.2604,OUT035,2004,Tier 2,Supermarket Type1,Green,High
NCL29,Low Fat,0.113939434,Health and Hygiene,160.2604,OUT046,1997,Tier 1,Supermarket Type1,Red,Medium
NCL29,Low Fat,0.11411658,Health and Hygiene,158.8604,OUT049,1999,Tier 1,Supermarket Type1,Green,High
NCL29,Low Fat,0.114170506,Health and Hygiene,158.9604,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
NCL29,Low Fat,0.114583922,Health and Hygiene,156.4604,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
NCL29,Low Fat,0.190711254,Health and Hygiene,159.1604,OUT010,1998,Tier 3,Grocery Store,Red,Low
NCL30,Low Fat,0.048703432,Household,125.9336,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCL30,Low Fat,0.048931174,Household,127.3336,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
NCL30,Low Fat,0.048940428,Household,127.5336,OUT046,1997,Tier 1,Supermarket Type1,Blue,Medium
NCL30,Low Fat,0.049016517,Household,128.7336,OUT049,1999,Tier 1,Supermarket Type1,Blue,Medium
NCL31,Low Fat,0.119698523,Others,143.047,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCL31,Low Fat,0.120180894,Others,141.447,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
NCL31,Low Fat,0.120258245,Others,141.547,OUT035,2004,Tier 2,Supermarket Type1,Red,Medium
NCL31,Low Fat,0.120280989,Others,142.747,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
NCL31,LF,0.120467994,Others,145.147,OUT049,1999,Tier 1,Supermarket Type1,Red,High
NCL31,Low Fat,0.120524922,Others,142.247,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
NCL31,Low Fat,0.120770963,Others,143.447,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
NCL31,Low Fat,0.120961347,Others,143.847,OUT017,2007,Tier 2,Supermarket Type1,Red,High
NCL31,Low Fat,0.210596485,Others,144.747,OUT019,1985,Tier 1,Grocery Store,Green,Low
NCL41,Low Fat,0.041729735,Health and Hygiene,36.3216,OUT035,2004,Tier 2,Supermarket Type1,Blue,Low
NCL41,Low Fat,0.041737627,Health and Hygiene,33.1216,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
NCL41,Low Fat,0.041802518,Health and Hygiene,34.8216,OUT049,1999,Tier 1,Supermarket Type1,Green,Low
NCL41,Low Fat,0.041907648,Health and Hygiene,36.2216,OUT018,2009,Tier 3,Supermarket Type2,Green,Low
NCL41,Low Fat,0.041973712,Health and Hygiene,35.7216,OUT017,2007,Tier 2,Supermarket Type1,Blue,Low
NCL41,Low Fat,0.073077197,Health and Hygiene,34.3216,OUT019,1985,Tier 1,Grocery Store,Red,Low
NCL42,Low Fat,0.040338009,Household,246.7144,OUT013,1987,Tier 3,Supermarket Type1,Blue,High
NCL42,Low Fat,0.040434372,Household,244.3144,OUT049,1999,Tier 1,Supermarket Type1,Blue,High
NCL42,Low Fat,0.040599963,Household,244.0144,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
NCL53,Low Fat,0,Health and Hygiene,175.4028,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCL53,Low Fat,0.036204764,Health and Hygiene,176.1028,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
NCL53,Low Fat,0.036228067,Health and Hygiene,175.2028,OUT035,2004,Tier 2,Supermarket Type1,Red,High
NCL53,Low Fat,0.036234918,Health and Hygiene,175.3028,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
NCL53,Low Fat,0.036308404,Health and Hygiene,175.4028,OUT045,2002,Tier 2,Supermarket Type1,Blue,High
NCL53,Low Fat,0.036382524,Health and Hygiene,177.9028,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
NCL53,Low Fat,0.036439878,Health and Hygiene,175.3028,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
NCL53,LF,0.060649825,Health and Hygiene,177.4028,OUT010,1998,Tier 3,Grocery Store,Blue,Low
NCL54,Low Fat,0.082353076,Household,176.9054,OUT027,1985,Tier 3,Supermarket Type3,Green,High
NCL54,Low Fat,0.082921642,Household,175.2054,OUT045,2002,Tier 2,Supermarket Type1,Red,High
NCL54,Low Fat,0.083221904,Household,174.5054,OUT017,2007,Tier 2,Supermarket Type1,Green,High
NCL55,Low Fat,0,Others,254.904,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
NCL55,Low Fat,0.06464846,Others,253.404,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
NCL55,Low Fat,0.06479182,Others,254.004,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
NCL55,Low Fat,0.065026434,Others,253.704,OUT017,2007,Tier 2,Supermarket Type1,Blue,High
NCL55,Low Fat,0.113212516,Others,254.604,OUT019,1985,Tier 1,Grocery Store,Blue,Low
NCM05,Low Fat,0.059557164,Health and Hygiene,263.7226,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCM05,Low Fat,0.059835659,Health and Hygiene,264.3226,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
NCM05,Low Fat,0.059846975,Health and Hygiene,262.5226,OUT046,1997,Tier 1,Supermarket Type1,Blue,High
NCM05,Low Fat,0.059940022,Health and Hygiene,262.4226,OUT049,1999,Tier 1,Supermarket Type1,Green,High
NCM05,Low Fat,0.100171568,Health and Hygiene,262.7226,OUT010,1998,Tier 3,Grocery Store,Red,Low
NCM05,Low Fat,0.104784329,Health and Hygiene,266.0226,OUT019,1985,Tier 1,Grocery Store,Blue,Low
NCM06,Low Fat,0.075361182,Household,155.6656,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCM06,LF,0.075713578,Household,156.4656,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
NCM06,Low Fat,0.075845634,Household,156.0656,OUT049,1999,Tier 1,Supermarket Type1,Red,Medium
NCM06,LF,0.075881475,Household,155.2656,OUT045,2002,Tier 2,Supermarket Type1,Red,High
NCM06,Low Fat,0.076036381,Household,153.9656,OUT018,2009,Tier 3,Supermarket Type2,Blue,High
NCM06,Low Fat,0.076156245,Household,156.4656,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
NCM06,Low Fat,0.126752975,Household,154.2656,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCM07,Low Fat,0.03976832,Others,83.9908,OUT027,1985,Tier 3,Supermarket Type3,Green,Medium
NCM07,Low Fat,0.039928582,Others,83.2908,OUT013,1987,Tier 3,Supermarket Type1,Green,Medium
NCM07,Low Fat,0.039954281,Others,82.4908,OUT035,2004,Tier 2,Supermarket Type1,Green,Medium
NCM07,Low Fat,0.039961837,Others,84.0908,OUT046,1997,Tier 1,Supermarket Type1,Blue,Low
NCM07,Low Fat,0.040023967,Others,85.5908,OUT049,1999,Tier 1,Supermarket Type1,Green,Low
NCM07,Low Fat,0.040124625,Others,85.1908,OUT018,2009,Tier 3,Supermarket Type2,Green,Medium
NCM07,Low Fat,0.040187877,Others,85.6908,OUT017,2007,Tier 2,Supermarket Type1,Red,Medium
NCM07,Low Fat,0.069968018,Others,83.9908,OUT019,1985,Tier 1,Grocery Store,Red,Low
NCM17,Low Fat,0.070791391,Health and Hygiene,46.4086,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
NCM17,Low Fat,0.071076672,Health and Hygiene,44.9086,OUT013,1987,Tier 3,Supermarket Type1,Red,Low
NCM17,Low Fat,0.07113587,Health and Hygiene,42.7086,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
NCM17,Low Fat,0.071425647,Health and Hygiene,45.9086,OUT018,2009,Tier 3,Supermarket Type2,Green,Low
NCM17,Low Fat,0.071538243,Health and Hygiene,44.5086,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
NCM18,Low Fat,0.082440705,Household,61.3194,OUT027,1985,Tier 3,Supermarket Type3,Red,Medium
NCM18,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Tier 1,Supermarket Type1,Red,Low
NCM18,LF,0.083009876,Household,61.1194,OUT045,2002,Tier 2,Supermarket Type1,Green,Medium
NCM19,Low Fat,0.047008497,Others,112.0202,OUT027,1985,Tier 3,Supermarket Type3,Blue,High
NCM19,Low Fat,0.047197936,Others,114.1202,OUT013,1987,Tier 3,Supermarket Type1,Blue,High
NCM19,Low Fat,0.047237246,Others,112.5202,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
NCM19,Low Fat,0.047333044,Others,113.8202,OUT045,2002,Tier 2,Supermarket Type1,Blue,Medium
NCM26,LF,0.02312394,Others,154.634,OUT013,1987,Tier 3,Supermarket Type1,Blue,Medium
NCM26,LF,0.023179181,Others,154.034,OUT049,1999,Tier 1,Supermarket Type1,Green,Medium
NCM26,Low Fat,0.023190134,Others,153.434,OUT045,2002,Tier 2,Supermarket Type1,Green,High
NCM26,LF,0.023274107,Others,154.134,OUT017,2007,Tier 2,Supermarket Type1,Green,High
NCM26,Low Fat,0.040520754,Others,153.934,OUT019,1985,Tier 1,Grocery Store,Green,Low
NCM29,Low Fat,0.017556795,Health and Hygiene,129.9626,OUT027,1985,Tier 3,Supermarket Type3,Red,High
NCM29,Low Fat,0.017638893,Health and Hygiene,132.7626,OUT035,2004,Tier 2,Supermarket Type1,Blue,High
NCM29,LF,0.017642229,Health and Hygiene,131.8626,OUT046,1997,Tier 1,Supermarket Type1,Green,High
NCM29,Low Fat,0.017678008,Health and Hygiene,129.2626,OUT045,2002,Tier 2,Supermarket Type1,Red,Medium
NCM29,Low Fat,0.017714096,Health and Hygiene,132.9626,OUT018,2009,Tier 3,Supermarket Type2,Red,Medium
NCM29,Low Fat,0.01774202,Health and Hygiene,129.6626,OUT017,2007,Tier 2,Supermarket Type1,Green,Medium
NCM29,Low Fat,0.029529474,Health and Hygiene,132.6626,OUT010,1998,Tier 3,Grocery Store,Green,Low
NCM30,Low Fat,0.066969525,Household,39.2796,OUT027,1985,Tier 3,Supermarket Type3,Green,Low
NCM30,LF,0.067239404,Household,39.6796,OUT013,1987,Tier 3,Supermarket Type1,Green,Low
NCM30,Low Fat,0.067295406,Household,41.9796,OUT046,1997,Tier 1,Supermarket Type1,Red,Low
NCM30,Low Fat,0.067400032,Household,41.9796,OUT049,1999,Tier 1,Supermarket Type1,Blue,Low
NCM30,Low Fat,0.067569539,Household,43.0796,OUT018,2009,Tier 3,Supermarket Type2,Red,Low
NCM30,Low Fat,0.067676056,Household,40.8796,OUT017,2007,Tier 2,Supermarket Type1,Red,Low
NCM30,Low Fat,0.117825569,Household,43.2796,OUT019,1985,Tier 1,Grocery Store,Green,Low
NCM31,Low Fat,0.081196619,Others,141.4154,OUT046,1997,Tier 1,Supermarket Type1,Green,Medium
NCM31,Low Fat,0.081361288,Others,141.9154,OUT045,2002,Tier 2,Supermarket Type1,Blue,High
NCM31,Low Fat,0.08152738,Others,140.3154,OUT018,2009,Tier 3,Supermarket Type2,Blue,Medium
